# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-07 06:41:38 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02168504 SALUDA RIVER BELOW LK MURRAY DAM NR COLUMBIA, SC
# -----------------------------------------------------------------------------------
#
# Data provided for site 02168504
#    DD parameter   Description
#    01   00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#    03   00060     Discharge, cubic feet per second
#    04   00065     Gage height, feet
#    05   00010     Temperature, water, degrees Celsius
#    16   00045     Precipitation, total, inches
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00300	01_00300_cd	03_00060	03_00060_cd	04_00065	04_00065_cd	05_00010	05_00010_cd	16_00045	16_00045_cd
USGS	02168504	2016-01-01 13:00	EST	7.2	P			17.47	P	14.3	P	0.00	A
USGS	02168504	2016-01-01 13:15	EST					17.71	P			0.00	A
USGS	02168504	2016-01-01 13:30	EST					17.87	P			0.00	A
USGS	02168504	2016-01-01 13:45	EST					18.00	P			0.00	A
USGS	02168504	2016-01-01 14:00	EST	7.2	P			18.10	P	14.3	P	0.00	A
USGS	02168504	2016-01-01 14:15	EST					18.30	P			0.00	A
USGS	02168504	2016-01-01 14:30	EST					19.18	P			0.00	A
USGS	02168504	2016-01-01 14:45	EST					20.26	P			0.00	A
USGS	02168504	2016-01-01 15:00	EST	7.1	P			20.65	P	14.3	P	0.00	A
USGS	02168504	2016-01-01 15:15	EST					20.90	P			0.00	A
USGS	02168504	2016-01-01 15:30	EST					21.02	P			0.00	A
USGS	02168504	2016-01-01 15:45	EST					21.18	P			0.00	A
USGS	02168504	2016-01-01 16:00	EST	7.1	P			21.30	P	14.3	P	0.00	A
USGS	02168504	2016-01-01 16:15	EST					21.42	P			0.00	A
USGS	02168504	2016-01-01 16:30	EST					21.55	P			0.00	A
USGS	02168504	2016-01-01 16:45	EST					21.65	P			0.00	A
USGS	02168504	2016-01-01 17:00	EST	7.1	P			21.73	P	14.3	P	0.00	A
USGS	02168504	2016-01-01 18:00	EST	7.1	P					14.3	P		
USGS	02168504	2016-01-01 19:00	EST	7.1	P					14.3	P		
USGS	02168504	2016-01-01 20:00	EST	7.1	P					14.3	P		
USGS	02168504	2016-01-01 20:15	EST					22.30	P			0.00	A
USGS	02168504	2016-01-01 20:30	EST					22.32	P			0.00	A
USGS	02168504	2016-01-01 20:45	EST					22.34	P			0.00	A
USGS	02168504	2016-01-01 21:00	EST	7.1	P			22.37	P	14.3	P	0.00	A
USGS	02168504	2016-01-01 21:15	EST					22.37	P			0.00	A
USGS	02168504	2016-01-01 21:30	EST					22.40	P			0.00	A
USGS	02168504	2016-01-01 21:45	EST					22.42	P			0.00	A
USGS	02168504	2016-01-01 22:00	EST	7.1	P			22.44	P	14.3	P	0.00	A
USGS	02168504	2016-01-01 22:15	EST					22.44	P			0.00	A
USGS	02168504	2016-01-01 22:30	EST					22.47	P			0.00	A
USGS	02168504	2016-01-01 22:45	EST					22.42	P			0.00	A
USGS	02168504	2016-01-01 23:00	EST	7.1	P			22.06	P	14.3	P	0.00	A
USGS	02168504	2016-01-01 23:15	EST					21.89	P			0.00	A
USGS	02168504	2016-01-01 23:30	EST					21.76	P			0.00	A
USGS	02168504	2016-01-01 23:45	EST					21.69	P			0.00	A
USGS	02168504	2016-01-02 00:00	EST	7.1	P			21.62	P	14.3	P	0.00	A
USGS	02168504	2016-01-02 00:15	EST					21.56	P			0.00	A
USGS	02168504	2016-01-02 00:30	EST					21.52	P			0.00	A
USGS	02168504	2016-01-02 00:45	EST					21.49	P			0.00	A
USGS	02168504	2016-01-02 01:00	EST	7.0	P			21.45	P	14.3	P	0.00	A
USGS	02168504	2016-01-02 01:15	EST					21.42	P			0.00	A
USGS	02168504	2016-01-02 01:30	EST					21.39	P			0.00	A
USGS	02168504	2016-01-02 01:45	EST					21.36	P			0.00	A
USGS	02168504	2016-01-02 02:00	EST	7.1	P			21.34	P	14.3	P	0.00	A
USGS	02168504	2016-01-02 02:15	EST					21.31	P			0.00	A
USGS	02168504	2016-01-02 02:30	EST					21.31	P			0.00	A
USGS	02168504	2016-01-02 02:45	EST					21.29	P			0.00	A
USGS	02168504	2016-01-02 03:00	EST	7.1	P			21.29	P	14.3	P	0.00	A
USGS	02168504	2016-01-02 03:15	EST					21.26	P			0.00	A
USGS	02168504	2016-01-02 03:30	EST					21.26	P			0.00	A
USGS	02168504	2016-01-02 03:45	EST					21.24	P			0.00	A
USGS	02168504	2016-01-02 04:00	EST	7.1	P			21.23	P	14.3	P	0.00	A
USGS	02168504	2016-01-02 04:15	EST					21.21	P			0.00	A
USGS	02168504	2016-01-02 04:30	EST					21.21	P			0.00	A
USGS	02168504	2016-01-02 04:45	EST					21.20	P			0.00	A
USGS	02168504	2016-01-02 05:00	EST	7.1	P			21.17	P	14.3	P	0.00	A
USGS	02168504	2016-01-02 05:15	EST					21.18	P			0.00	A
USGS	02168504	2016-01-02 05:30	EST					21.17	P			0.00	A
USGS	02168504	2016-01-02 05:45	EST					21.16	P			0.00	A
USGS	02168504	2016-01-02 06:00	EST	7.1	P			21.15	P	14.3	P	0.00	A
USGS	02168504	2016-01-02 06:15	EST					20.87	P			0.00	A
USGS	02168504	2016-01-02 06:30	EST					20.56	P			0.00	A
USGS	02168504	2016-01-02 06:45	EST					20.41	P			0.00	A
USGS	02168504	2016-01-02 07:00	EST	7.0	P			20.28	P	14.2	P	0.00	A
USGS	02168504	2016-01-02 07:15	EST					20.18	P			0.00	A
USGS	02168504	2016-01-02 07:30	EST					20.10	P			0.00	A
USGS	02168504	2016-01-02 07:45	EST					20.05	P			0.00	A
USGS	02168504	2016-01-02 08:00	EST	7.0	P			19.99	P	14.2	P	0.00	A
USGS	02168504	2016-01-02 08:15	EST					19.95	P			0.00	A
USGS	02168504	2016-01-02 08:30	EST					19.90	P			0.00	A
USGS	02168504	2016-01-02 08:45	EST					19.86	P			0.00	A
USGS	02168504	2016-01-02 09:00	EST	7.0	P			19.83	P	14.3	P	0.00	A
USGS	02168504	2016-01-02 09:15	EST					19.79	P			0.00	A
USGS	02168504	2016-01-02 09:30	EST					19.78	P			0.00	A
USGS	02168504	2016-01-02 09:45	EST					19.78	P			0.00	A
USGS	02168504	2016-01-02 10:00	EST	7.1	P			19.74	P	14.3	P	0.00	A
USGS	02168504	2016-01-02 10:15	EST					19.71	P			0.00	A
USGS	02168504	2016-01-02 10:30	EST					19.69	P			0.00	A
USGS	02168504	2016-01-02 10:45	EST					19.67	P			0.00	A
USGS	02168504	2016-01-02 11:00	EST	7.1	P			19.65	P	14.3	P	0.00	A
USGS	02168504	2016-01-02 11:15	EST					19.62	P			0.00	A
USGS	02168504	2016-01-02 11:30	EST					19.61	P			0.00	A
USGS	02168504	2016-01-02 11:45	EST					19.59	P			0.00	A
USGS	02168504	2016-01-02 12:00	EST	7.2	P			19.58	P	14.3	P	0.00	A
USGS	02168504	2016-01-02 12:15	EST					19.57	P			0.00	A
USGS	02168504	2016-01-02 12:30	EST					19.56	P			0.00	A
USGS	02168504	2016-01-02 12:45	EST					19.56	P			0.00	A
USGS	02168504	2016-01-02 13:00	EST	7.1	P			19.54	P	14.4	P	0.00	A
USGS	02168504	2016-01-02 13:15	EST					19.52	P			0.00	A
USGS	02168504	2016-01-02 13:30	EST					19.52	P			0.00	A
USGS	02168504	2016-01-02 13:45	EST					19.51	P			0.00	A
USGS	02168504	2016-01-02 14:00	EST	7.1	P			19.51	P	14.3	P	0.00	A
USGS	02168504	2016-01-02 14:15	EST					19.49	P			0.00	A
USGS	02168504	2016-01-02 14:30	EST					19.49	P			0.00	A
USGS	02168504	2016-01-02 14:45	EST					19.48	P			0.00	A
USGS	02168504	2016-01-02 15:00	EST	7.1	P			19.48	P	14.3	P	0.00	A
USGS	02168504	2016-01-02 15:15	EST					19.47	P			0.00	A
USGS	02168504	2016-01-02 15:30	EST					19.47	P			0.00	A
USGS	02168504	2016-01-02 15:45	EST					19.46	P			0.00	A
USGS	02168504	2016-01-02 16:00	EST	7.1	P			19.45	P	14.4	P	0.00	A
USGS	02168504	2016-01-02 16:15	EST					19.46	P			0.00	A
USGS	02168504	2016-01-02 16:30	EST					19.44	P			0.00	A
USGS	02168504	2016-01-02 16:45	EST					19.44	P			0.00	A
USGS	02168504	2016-01-02 17:00	EST	7.1	P			19.44	P	14.4	P	0.00	A
USGS	02168504	2016-01-02 17:15	EST					19.42	P			0.00	A
USGS	02168504	2016-01-02 17:30	EST					19.43	P			0.00	A
USGS	02168504	2016-01-02 17:45	EST					19.43	P			0.00	A
USGS	02168504	2016-01-02 18:00	EST	7.1	P			19.43	P	14.4	P	0.00	A
USGS	02168504	2016-01-02 18:15	EST					19.43	P			0.00	A
USGS	02168504	2016-01-02 18:30	EST					19.42	P			0.00	A
USGS	02168504	2016-01-02 18:45	EST					19.42	P			0.00	A
USGS	02168504	2016-01-02 19:00	EST	7.1	P			19.42	P	14.4	P	0.00	A
USGS	02168504	2016-01-02 19:15	EST					19.42	P			0.00	A
USGS	02168504	2016-01-02 19:30	EST					19.40	P			0.00	A
USGS	02168504	2016-01-02 19:45	EST					19.41	P			0.00	A
USGS	02168504	2016-01-02 20:00	EST	7.2	P			19.41	P	14.4	P	0.00	A
USGS	02168504	2016-01-02 20:15	EST					19.41	P			0.00	A
USGS	02168504	2016-01-02 20:30	EST					19.40	P			0.00	A
USGS	02168504	2016-01-02 20:45	EST					19.40	P			0.00	A
USGS	02168504	2016-01-02 21:00	EST	7.2	P			19.40	P	14.4	P	0.00	A
USGS	02168504	2016-01-02 21:15	EST					19.39	P			0.00	A
USGS	02168504	2016-01-02 21:30	EST					19.40	P			0.00	A
USGS	02168504	2016-01-02 21:45	EST					19.39	P			0.00	A
USGS	02168504	2016-01-02 22:00	EST	7.2	P			19.39	P	14.4	P	0.00	A
USGS	02168504	2016-01-02 22:15	EST					19.39	P			0.00	A
USGS	02168504	2016-01-02 22:30	EST					19.40	P			0.00	A
USGS	02168504	2016-01-02 22:45	EST					19.38	P			0.00	A
USGS	02168504	2016-01-02 23:00	EST	7.2	P			19.38	P	14.4	P	0.00	A
USGS	02168504	2016-01-02 23:15	EST					19.38	P			0.00	A
USGS	02168504	2016-01-02 23:30	EST					19.38	P			0.00	A
USGS	02168504	2016-01-02 23:45	EST					19.37	P			0.00	A
USGS	02168504	2016-01-03 00:00	EST	7.2	P			19.38	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 00:15	EST					19.37	P			0.00	A
USGS	02168504	2016-01-03 00:30	EST					19.36	P			0.00	A
USGS	02168504	2016-01-03 00:45	EST					19.36	P			0.00	A
USGS	02168504	2016-01-03 01:00	EST	7.2	P			19.37	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 01:15	EST					18.73	P			0.00	A
USGS	02168504	2016-01-03 01:30	EST					18.02	P			0.00	A
USGS	02168504	2016-01-03 01:45	EST					17.71	P			0.00	A
USGS	02168504	2016-01-03 02:00	EST	7.2	P			17.48	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 02:15	EST					17.32	P			0.00	A
USGS	02168504	2016-01-03 02:30	EST					17.16	P			0.00	A
USGS	02168504	2016-01-03 02:45	EST					17.04	P			0.00	A
USGS	02168504	2016-01-03 03:00	EST	7.2	P			16.93	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 03:15	EST					16.84	P			0.00	A
USGS	02168504	2016-01-03 03:30	EST					16.75	P			0.00	A
USGS	02168504	2016-01-03 03:45	EST					16.68	P			0.00	A
USGS	02168504	2016-01-03 04:00	EST	7.2	P			16.61	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 04:15	EST					16.56	P			0.00	A
USGS	02168504	2016-01-03 04:30	EST					16.49	P			0.00	A
USGS	02168504	2016-01-03 04:45	EST					16.45	P			0.00	A
USGS	02168504	2016-01-03 05:00	EST	7.2	P			16.40	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 05:15	EST					16.37	P			0.00	A
USGS	02168504	2016-01-03 05:30	EST			19000	P	16.34	P			0.00	A
USGS	02168504	2016-01-03 05:45	EST			18900	P	16.31	P			0.00	A
USGS	02168504	2016-01-03 06:00	EST	7.2	P	18800	P	16.26	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 06:15	EST			18800	P	16.24	P			0.00	A
USGS	02168504	2016-01-03 06:30	EST			18800	P	16.22	P			0.00	A
USGS	02168504	2016-01-03 06:45	EST			18700	P	16.18	P			0.00	A
USGS	02168504	2016-01-03 07:00	EST	7.2	P	18700	P	16.18	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 07:15	EST			18700	P	16.16	P			0.00	A
USGS	02168504	2016-01-03 07:30	EST			18600	P	16.14	P			0.00	A
USGS	02168504	2016-01-03 07:45	EST			18600	P	16.12	P			0.00	A
USGS	02168504	2016-01-03 08:00	EST	7.2	P	18600	P	16.10	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 08:15	EST			18500	P	16.08	P			0.00	A
USGS	02168504	2016-01-03 08:30	EST			18500	P	16.07	P			0.00	A
USGS	02168504	2016-01-03 08:45	EST			18500	P	16.07	P			0.00	A
USGS	02168504	2016-01-03 09:00	EST	7.2	P	18500	P	16.06	P	14.3	P	0.00	A
USGS	02168504	2016-01-03 09:15	EST			18500	P	16.05	P			0.00	A
USGS	02168504	2016-01-03 09:30	EST			18500	P	16.05	P			0.00	A
USGS	02168504	2016-01-03 09:45	EST			18400	P	16.02	P			0.00	A
USGS	02168504	2016-01-03 10:00	EST	7.2	P	18400	P	16.02	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 10:15	EST			18400	P	16.02	P			0.00	A
USGS	02168504	2016-01-03 10:30	EST			18400	P	16.03	P			0.00	A
USGS	02168504	2016-01-03 10:45	EST			18400	P	16.00	P			0.00	A
USGS	02168504	2016-01-03 11:00	EST	7.2	P	18400	P	16.00	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 11:15	EST			18400	P	16.00	P			0.00	A
USGS	02168504	2016-01-03 11:30	EST			18400	P	15.99	P			0.00	A
USGS	02168504	2016-01-03 11:45	EST			18400	P	15.99	P			0.00	A
USGS	02168504	2016-01-03 12:00	EST	7.2	P	18400	P	15.99	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 12:15	EST			18400	P	16.01	P			0.00	A
USGS	02168504	2016-01-03 12:30	EST			18400	P	15.99	P			0.00	A
USGS	02168504	2016-01-03 12:45	EST			18400	P	15.99	P			0.00	A
USGS	02168504	2016-01-03 13:00	EST	7.2	P	18400	P	15.99	P	14.3	P	0.00	A
USGS	02168504	2016-01-03 13:15	EST			18300	P	15.98	P			0.00	A
USGS	02168504	2016-01-03 13:30	EST			18400	P	15.99	P			0.00	A
USGS	02168504	2016-01-03 13:45	EST			18400	P	15.99	P			0.00	A
USGS	02168504	2016-01-03 14:00	EST	7.1	P	18300	P	15.98	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 14:15	EST			18400	P	15.99	P			0.00	A
USGS	02168504	2016-01-03 14:30	EST			18400	P	15.99	P			0.00	A
USGS	02168504	2016-01-03 14:45	EST			18300	P	15.98	P			0.00	A
USGS	02168504	2016-01-03 15:00	EST	7.2	P	18300	P	15.97	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 15:15	EST			18300	P	15.98	P			0.00	A
USGS	02168504	2016-01-03 15:30	EST			18300	P	15.97	P			0.00	A
USGS	02168504	2016-01-03 15:45	EST			18300	P	15.97	P			0.00	A
USGS	02168504	2016-01-03 16:00	EST	7.2	P	18300	P	15.96	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 16:15	EST			18300	P	15.97	P			0.00	A
USGS	02168504	2016-01-03 16:30	EST			18300	P	15.97	P			0.00	A
USGS	02168504	2016-01-03 16:45	EST			18300	P	15.97	P			0.00	A
USGS	02168504	2016-01-03 17:00	EST	7.2	P	18300	P	15.95	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 17:15	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-03 17:30	EST			18300	P	15.95	P			0.00	A
USGS	02168504	2016-01-03 17:45	EST			18300	P	15.97	P			0.00	A
USGS	02168504	2016-01-03 18:00	EST	7.2	P	18300	P	15.94	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 18:15	EST			18300	P	15.96	P			0.00	A
USGS	02168504	2016-01-03 18:30	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-03 18:45	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-03 19:00	EST	7.2	P	18300	P	15.96	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 19:15	EST			18300	P	15.95	P			0.00	A
USGS	02168504	2016-01-03 19:30	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-03 19:45	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-03 20:00	EST	7.2	P	18200	P	15.93	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 20:15	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-03 20:30	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-03 20:45	EST			18300	P	15.95	P			0.00	A
USGS	02168504	2016-01-03 21:00	EST	7.3	P	18300	P	15.96	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 21:15	EST			18300	P	15.95	P			0.00	A
USGS	02168504	2016-01-03 21:30	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-03 21:45	EST			18300	P	15.95	P			0.00	A
USGS	02168504	2016-01-03 22:00	EST	7.2	P	18300	P	15.96	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 22:15	EST			18300	P	15.95	P			0.00	A
USGS	02168504	2016-01-03 22:30	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-03 22:45	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-03 23:00	EST	7.2	P	18300	P	15.94	P	14.4	P	0.00	A
USGS	02168504	2016-01-03 23:15	EST			18300	P	15.95	P			0.00	A
USGS	02168504	2016-01-03 23:30	EST			18200	P	15.93	P			0.00	A
USGS	02168504	2016-01-03 23:45	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-04 00:00	EST	7.2	P	18200	P	15.93	P	14.4	P	0.00	A
USGS	02168504	2016-01-04 00:15	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-04 00:30	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-04 00:45	EST			18200	P	15.93	P			0.00	A
USGS	02168504	2016-01-04 01:00	EST	7.2	P	18200	P	15.93	P	14.4	P	0.00	A
USGS	02168504	2016-01-04 01:15	EST			18200	P	15.93	P			0.00	A
USGS	02168504	2016-01-04 01:30	EST			18200	P	15.93	P			0.00	A
USGS	02168504	2016-01-04 01:45	EST			18200	P	15.93	P			0.00	A
USGS	02168504	2016-01-04 02:00	EST	7.2	P	18200	P	15.93	P	14.4	P	0.00	A
USGS	02168504	2016-01-04 02:15	EST			18300	P	15.95	P			0.00	A
USGS	02168504	2016-01-04 02:30	EST			18200	P	15.93	P			0.00	A
USGS	02168504	2016-01-04 02:45	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-04 03:00	EST	7.3	P	18200	P	15.92	P	14.4	P	0.00	A
USGS	02168504	2016-01-04 03:15	EST			18200	P	15.92	P			0.00	A
USGS	02168504	2016-01-04 03:30	EST			18200	P	15.92	P			0.00	A
USGS	02168504	2016-01-04 03:45	EST			18200	P	15.92	P			0.00	A
USGS	02168504	2016-01-04 04:00	EST	7.2	P	18200	P	15.93	P	14.4	P	0.00	A
USGS	02168504	2016-01-04 04:15	EST			18200	P	15.93	P			0.00	A
USGS	02168504	2016-01-04 04:30	EST			18200	P	15.93	P			0.00	A
USGS	02168504	2016-01-04 04:45	EST			18200	P	15.91	P			0.00	A
USGS	02168504	2016-01-04 05:00	EST	7.3	P	18200	P	15.93	P	14.4	P	0.00	A
USGS	02168504	2016-01-04 05:15	EST			18200	P	15.92	P			0.00	A
USGS	02168504	2016-01-04 05:30	EST			18200	P	15.93	P			0.00	A
USGS	02168504	2016-01-04 05:45	EST			18200	P	15.91	P			0.00	A
USGS	02168504	2016-01-04 06:00	EST	7.2	P	18200	P	15.92	P	14.4	P	0.00	A
USGS	02168504	2016-01-04 06:15	EST			18300	P	15.94	P			0.00	A
USGS	02168504	2016-01-04 06:30	EST			18200	P	15.92	P			0.00	A
USGS	02168504	2016-01-04 06:45	EST			18200	P	15.93	P			0.00	A
USGS	02168504	2016-01-04 07:00	EST	7.3	P	18200	P	15.93	P	14.4	P	0.00	A
USGS	02168504	2016-01-04 07:15	EST			18200	P	15.92	P			0.00	A
USGS	02168504	2016-01-04 07:30	EST			18200	P	15.90	P			0.00	A
USGS	02168504	2016-01-04 07:45	EST			18200	P	15.93	P			0.00	A
USGS	02168504	2016-01-04 08:00	EST	7.2	P	18200	P	15.92	P	14.4	P	0.00	A
USGS	02168504	2016-01-04 08:15	EST			18200	P	15.92	P			0.00	A
USGS	02168504	2016-01-04 08:30	EST			18200	P	15.92	P			0.00	A
USGS	02168504	2016-01-04 08:45	EST			18200	P	15.93	P			0.00	A
USGS	02168504	2016-01-04 09:00	EST	7.2	P	18200	P	15.92	P	14.4	P	0.00	A
USGS	02168504	2016-01-04 09:15	EST			18200	P	15.91	P			0.00	A
USGS	02168504	2016-01-04 09:30	EST			18200	P	15.92	P			0.00	A
USGS	02168504	2016-01-04 09:45	EST			18200	P	15.92	P			0.00	A
